BBDD;ID_ANYO;EDAD;SEX;POLIZAS;EXPOSICION;SINIESTROS
Ahorro;2014;62;M;3343;2886,2328767;3
Ahorro;2014;62;V;3682;3194,3863014;8
Ahorro;2014;63;M;3238;2820,3671233;8
Ahorro;2014;63;V;3592;3114,4082192;12
Ahorro;2014;64;M;2936;2545,5315068;8
Ahorro;2014;64;V;3290;2889,8191781;5
Ahorro;2014;65;M;2872;2459,3013699;6
Ahorro;2014;65;V;3131;2741,8301370;17
Ahorro;2014;66;M;2710;2377,2684932;9
Ahorro;2014;66;V;2945;2569,1369863;15
Ahorro;2014;67;M;2146;1903,2246575;7
Ahorro;2014;67;V;2451;2186,5150685;13
Ahorro;2014;68;M;2072;1839,7808219;11
Ahorro;2014;68;V;2300;2055,3808219;14
Ahorro;2014;69;M;2126;1883,6273973;4
Ahorro;2014;69;V;2308;2078,4630137;30
Ahorro;2014;70;M;1921;1712,3534247;3
Ahorro;2014;70;V;1967;1771,4493151;21
Ahorro;2014;71;M;1659;1469,4000000;17
Ahorro;2014;71;V;1675;1498,8164384;13
Ahorro;2014;72;M;1376;1229,7917808;3
Ahorro;2014;72;V;1436;1256,7698630;11
Ahorro;2014;73;M;1193;1049,8328767;4
Ahorro;2014;73;V;1239;1089,8630137;12
Ahorro;2014;74;M;1403;1242,3095890;14
Ahorro;2014;74;V;1376;1200,5972603;34
Ahorro;2014;75;M;896;775,90958904;8
Ahorro;2014;75;V;806;702,35890411;8
Ahorro;2014;76;M;966;857,00547945;5
Ahorro;2014;76;V;923;806,18082192;14
Ahorro;2014;77;M;1042;916,57534247;8
Ahorro;2014;77;V;850;736,75068493;23
Ahorro;2014;78;M;1146;1012,7726027;6
Ahorro;2014;78;V;1021;878,65479452;24
Ahorro;2014;79;M;1031;916,98082192;6
Ahorro;2014;79;V;859;749,00547945;26
Ahorro;2014;80;M;1013;884,78904110;9
Ahorro;2014;80;V;875;754,43013699;19
Ahorro;2014;81;M;908;788,71506849;15
Ahorro;2014;81;V;790;677,89589041;28
Ahorro;2014;82;M;983;873,52602740;14
Ahorro;2014;82;V;711;612,18630137;24
Ahorro;2014;83;M;799;691,08767123;15
Ahorro;2014;83;V;691;594,16712329;33
Ahorro;2014;84;M;824;724,39452055;19
Ahorro;2014;84;V;556;481,15616438;26
Ahorro;2014;85;M;679;597,94520548;27
Ahorro;2014;85;V;473;408,16164384;24
Ahorro;2014;86;M;548;469,37808219;25
Ahorro;2014;86;V;344;285,86027397;27
Ahorro;2014;87;M;475;405,83013699;28
Ahorro;2014;87;V;352;305,87671233;27
Ahorro;2014;88;M;430;385,68493151;19
Ahorro;2014;88;V;232;188,93424658;15
Ahorro;2014;89;M;363;321,21917808;19
Ahorro;2014;89;V;211;178,29589041;24
Ahorro;2014;90;M;291;248,23013699;22
Ahorro;2014;90;V;177;155,88767123;19
Ahorro;2014;91;M;232;192,35616438;22
Ahorro;2014;91;V;125;98,665753425;19
Ahorro;2014;92;M;185;156,71780822;23
Ahorro;2014;92;V;85;66,290410959;14
Ahorro;2014;93;M;135;113,74246575;8
Ahorro;2014;93;V;85;68,684931507;10
Ahorro;2014;94;M;96;82,909589041;11
Ahorro;2014;94;V;49;38,284931507;5
Ahorro;2014;95;M;47;40,353424658;7
Ahorro;2014;95;V;33;24,443835616;7
Ahorro;2014;96;M;56;46,926027397;8
Ahorro;2014;96;V;22;13,882191781;11
Ahorro;2014;97;M;31;25,704109589;3
Ahorro;2014;97;V;11;9,9342465753;1
Ahorro;2014;98;M;26;21,958904110;3
Ahorro;2014;98;V;6;6,0000000000;0
Ahorro;2014;99;M;17;14,095890411;3
Ahorro;2014;99;V;9;4,4164383562;5
Ahorro;2014;100;M;8;6,8602739726;1
Ahorro;2014;100;V;1;1,0000000000;0
Ahorro;2014;101;M;10;8,5863013699;1
Ahorro;2014;101;V;2;1,5178082192;1
Ahorro;2014;102;M;3;3,0000000000;0
Ahorro;2014;103;M;5;4,0410958904;1
Ahorro;2014;103;V;1;1,0000000000;0
Ahorro;2014;104;M;4;3,6904109589;0
Ahorro;2014;104;V;1;1,0000000000;0
Ahorro;2014;105;M;2;1,7260273973;0
Ahorro;2014;107;M;1;1,0000000000;0
Ahorro;2014;110;V;1;1,0000000000;0
Ahorro;2014;111;M;1;1,0000000000;0
Ahorro;2014;112;M;1;0,6958904110;1
Ahorro;2015;18;M;55;19,972602740;0
Ahorro;2015;18;V;45;12,473972603;0
Ahorro;2015;19;M;129;86,904109589;0
Ahorro;2015;19;V;132;85,098630137;0
Ahorro;2015;20;M;168;117,73150685;0
Ahorro;2015;20;V;172;123,66575342;0
Ahorro;2015;21;M;203;145,09315068;0
Ahorro;2015;21;V;207;140,34794521;0
Ahorro;2015;22;M;269;194,32054795;0
Ahorro;2015;22;V;266;197,95342466;0
Ahorro;2015;23;M;388;269,97534247;0
Ahorro;2015;23;V;325;227,32602740;0
Ahorro;2015;24;M;490;361,89589041;0
Ahorro;2015;24;V;466;335,34794521;0
Ahorro;2015;25;M;651;482,58904110;0
Ahorro;2015;25;V;567;406,32876712;0
Ahorro;2015;26;M;795;576,82739726;0
Ahorro;2015;26;V;681;497,61369863;0
Ahorro;2015;27;M;992;761,98356164;0
Ahorro;2015;27;V;797;612,60273973;0
Ahorro;2015;28;M;1045;805,56986301;0
Ahorro;2015;28;V;900;681,73424658;0
Ahorro;2015;29;M;1195;939,90958904;0
Ahorro;2015;29;V;1000;762,81643836;0
Ahorro;2015;30;M;1434;1144,3534247;0
Ahorro;2015;30;V;1194;956,07397260;0
Ahorro;2015;31;M;1532;1234,8000000;0
Ahorro;2015;31;V;1244;979,93972603;0
Ahorro;2015;32;M;1672;1361,5671233;0
Ahorro;2015;32;V;1309;1016,6547945;0
Ahorro;2015;33;M;1816;1461,4438356;0
Ahorro;2015;33;V;1497;1177,2630137;0
Ahorro;2015;34;M;1948;1532,0849315;0
Ahorro;2015;34;V;1703;1373,4109589;1
Ahorro;2015;35;M;2039;1650,0986301;0
Ahorro;2015;35;V;1764;1380,1287671;1
Ahorro;2015;36;M;2204;1774,7315068;0
Ahorro;2015;36;V;1971;1555,2410959;0
Ahorro;2015;37;M;2411;1945,3013699;0
Ahorro;2015;37;V;2223;1777,9178082;0
Ahorro;2015;38;M;2615;2121,7753425;0
Ahorro;2015;38;V;2437;1950,0219178;0
Ahorro;2015;39;M;2700;2182,4931507;0
Ahorro;2015;39;V;2591;2087,1506849;0
Ahorro;2015;40;M;2933;2371,0821918;0
Ahorro;2015;40;V;2621;2137,7205479;1
Ahorro;2015;41;M;2904;2344,1068493;0
Ahorro;2015;41;V;2752;2248,5013699;1
Ahorro;2015;42;M;2939;2407,2054795;0
Ahorro;2015;42;V;2844;2296,6027397;1
Ahorro;2015;43;M;3153;2564,9616438;1
Ahorro;2015;43;V;3036;2458,2383562;0
Ahorro;2015;44;M;3033;2444,6821918;0
Ahorro;2015;44;V;3029;2492,3616438;3
Ahorro;2015;45;M;3237;2640,4219178;0
Ahorro;2015;45;V;3313;2730,7232877;2
Ahorro;2015;46;M;3204;2616,5013699;3
Ahorro;2015;46;V;3332;2689,1671233;3
Ahorro;2015;47;M;3495;2844,4246575;2
Ahorro;2015;47;V;3288;2684,2054795;1
Ahorro;2015;48;M;3636;2972,4547945;0
Ahorro;2015;48;V;3674;2952,2082192;5
Ahorro;2015;49;M;3508;2863,1561644;1
Ahorro;2015;49;V;3582;2875,8849315;2
Ahorro;2015;50;M;3856;3084,6082192;4
Ahorro;2015;50;V;3816;3130,6739726;5
Ahorro;2015;51;M;3939;3186,8000000;2
Ahorro;2015;51;V;3911;3175,0301370;6
Ahorro;2015;52;M;3774;3036,8164384;3
Ahorro;2015;52;V;3932;3210,4958904;3
Ahorro;2015;53;M;3861;3104,5205479;5
Ahorro;2015;53;V;3881;3166,4712329;4
Ahorro;2015;54;M;3983;3191,0876712;3
Ahorro;2015;54;V;3871;3132,8273973;8
Ahorro;2015;55;M;4017;3192,5150685;3
Ahorro;2015;55;V;4074;3301,2465753;2
Ahorro;2015;56;M;4223;3361,5726027;7
Ahorro;2015;56;V;4307;3463,0219178;6
Ahorro;2015;57;M;4242;3391,9315068;3
Ahorro;2015;57;V;4356;3522,6794521;5
Ahorro;2015;58;M;4197;3329,4136986;4
Ahorro;2015;58;V;4238;3412,5150685;6
Ahorro;2015;59;M;3946;3107,4027397;8
Ahorro;2015;59;V;4152;3324,3945205;8
Ahorro;2015;60;M;3987;3142,4602740;7
Ahorro;2015;60;V;4351;3434,2054795;7
Ahorro;2015;61;M;3916;3070,9068493;3
Ahorro;2015;61;V;4046;3228,8657534;15
Ahorro;2015;62;M;3805;2969,0712329;4
Ahorro;2015;62;V;3982;3181,7698630;12
Ahorro;2015;63;M;3693;2894,5013699;7
Ahorro;2015;63;V;3977;3146,1424658;17
Ahorro;2015;64;M;3443;2711,2821918;4
Ahorro;2015;64;V;3812;3011,0246575;16
Ahorro;2015;65;M;3121;2372,0356164;4
Ahorro;2015;65;V;3470;2687,7232877;4
Ahorro;2015;66;M;2743;2089,6630137;8
Ahorro;2015;66;V;2991;2319,2547945;9
Ahorro;2015;67;M;2635;1968,8575342;5
Ahorro;2015;67;V;2822;2191,5890411;10
Ahorro;2015;68;M;2149;1583,4027397;5
Ahorro;2015;68;V;2387;1844,3342466;11
Ahorro;2015;69;M;2095;1535,2767123;7
Ahorro;2015;69;V;2259;1696,7643836;12
Ahorro;2015;70;M;2047;1489,7506849;2
Ahorro;2015;70;V;2185;1645,7589041;11
Ahorro;2015;71;M;1834;1298,7041096;7
Ahorro;2015;71;V;1912;1405,9452055;9
Ahorro;2015;72;M;1565;1094,4821918;7
Ahorro;2015;72;V;1562;1091,3561644;16
Ahorro;2015;73;M;1317;909,21095890;4
Ahorro;2015;73;V;1310;883,60821918;15
Ahorro;2015;74;M;1145;767,25479452;5
Ahorro;2015;74;V;1118;750,92602740;9
Ahorro;2015;75;M;1394;914,72876712;8
Ahorro;2015;75;V;1240;834,07945205;7
Ahorro;2015;76;M;811;553,77534247;7
Ahorro;2015;76;V;690;478,93424658;13
Ahorro;2015;77;M;945;622,79178082;4
Ahorro;2015;77;V;827;546,99726027;12
Ahorro;2015;78;M;973;667,44931507;1
Ahorro;2015;78;V;760;487,04657534;22
Ahorro;2015;79;M;1084;722,75890411;15
Ahorro;2015;79;V;895;584,84657534;23
Ahorro;2015;80;M;973;637,23835616;18
Ahorro;2015;80;V;791;502,59178082;23
Ahorro;2015;81;M;947;655,01643836;10
Ahorro;2015;81;V;752;507,25479452;19
Ahorro;2015;82;M;835;561,78904110;12
Ahorro;2015;82;V;693;460,83013699;23
Ahorro;2015;83;M;877;590,29589041;16
Ahorro;2015;83;V;615;391,31780822;21
Ahorro;2015;84;M;737;520,60000000;9
Ahorro;2015;84;V;586;377,10684932;18
Ahorro;2015;85;M;740;499,47397260;18
Ahorro;2015;85;V;476;321,50136986;20
Ahorro;2015;86;M;633;429,10684932;11
Ahorro;2015;86;V;418;263,38630137;31
Ahorro;2015;87;M;506;322,36164384;24
Ahorro;2015;87;V;269;172,21643836;21
Ahorro;2015;88;M;440;294,28493151;19
Ahorro;2015;88;V;283;189,08493151;22
Ahorro;2015;89;M;384;261,80547945;25
Ahorro;2015;89;V;197;130,69863014;14
Ahorro;2015;90;M;334;220,37534247;19
Ahorro;2015;90;V;173;112,52328767;18
Ahorro;2015;91;M;260;171,53150685;19
Ahorro;2015;91;V;150;91,657534247;23
Ahorro;2015;92;M;195;122,53424658;18
Ahorro;2015;92;V;106;67,084931507;14
Ahorro;2015;93;M;143;100,92328767;12
Ahorro;2015;93;V;63;43,364383562;6
Ahorro;2015;94;M;111;83,572602740;8
Ahorro;2015;94;V;66;36,726027397;8
Ahorro;2015;95;M;82;55,731506849;7
Ahorro;2015;95;V;44;28,838356164;0
Ahorro;2015;96;M;34;21,013698630;4
Ahorro;2015;96;V;23;13,616438356;1
Ahorro;2015;97;M;44;28,446575342;9
Ahorro;2015;97;V;9;3,8602739726;0
Ahorro;2015;98;M;23;13,435616438;5
Ahorro;2015;98;V;9;5,1424657534;3
Ahorro;2015;99;M;17;14,263013699;2
Ahorro;2015;99;V;6;2,9068493151;2
Ahorro;2015;100;M;6;2,1917808219;1
Ahorro;2015;100;V;2;1,6054794521;1
Ahorro;2015;101;M;5;3,5452054795;1
Ahorro;2015;101;V;1;1,0000000000;0
Ahorro;2015;102;M;8;5,8273972603;0
Ahorro;2015;102;V;1;1,0000000000;0
Ahorro;2015;103;M;4;1,8328767123;2
Ahorro;2015;104;M;4;2,8438356164;0
Ahorro;2015;104;V;1;0,2739726027;0
Ahorro;2015;105;M;3;1,7397260274;2
Ahorro;2015;105;V;1;1,0000000000;0
Ahorro;2015;106;M;1;1,0000000000;0
Ahorro;2015;108;M;1;0,4383561644;1
Ahorro;2015;111;V;1;1,0000000000;0
Ahorro;2015;112;M;1;1,0000000000;0
Ahorro;2016;18;M;112;35,718579235;0
Ahorro;2016;18;V;112;36,174863388;0
Ahorro;2016;19;M;167;97,592896175;0
Ahorro;2016;19;V;163;89,530054645;0
Ahorro;2016;20;M;227;147,34426230;0
Ahorro;2016;20;V;240;147,75409836;0
Ahorro;2016;21;M;281;186,46448087;0
Ahorro;2016;21;V;301;185,50819672;0
Ahorro;2016;22;M;329;222,69398907;0
Ahorro;2016;22;V;340;210,36612022;0
Ahorro;2016;23;M;409;270,33879781;0
Ahorro;2016;23;V;424;273,47267760;0
Ahorro;2016;24;M;546;363,07923497;0
Ahorro;2016;24;V;485;316,48907104;0
Ahorro;2016;25;M;685;474,59016393;0
Ahorro;2016;25;V;619;438,29234973;0
Ahorro;2016;26;M;884;609,10655738;0
Ahorro;2016;26;V;720;493,28961749;0
Ahorro;2016;27;M;1002;708,40437158;0
Ahorro;2016;27;V;869;616,75136612;0
Ahorro;2016;28;M;1201;901,74590164;0
Ahorro;2016;28;V;960;703,95628415;0
Ahorro;2016;29;M;1303;953,76775956;0
Ahorro;2016;29;V;1075;785,15573770;0
Ahorro;2016;30;M;1428;1096,8469945;0
Ahorro;2016;30;V;1176;884,95901639;0
Ahorro;2016;31;M;1669;1304,0601093;0
Ahorro;2016;31;V;1431;1093,5928962;0
Ahorro;2016;32;M;1791;1407,9480874;0
Ahorro;2016;32;V;1465;1136,4836066;0
Ahorro;2016;33;M;1966;1567,6065574;0
Ahorro;2016;33;V;1562;1199,1967213;2
Ahorro;2016;34;M;2148;1696,1502732;0
Ahorro;2016;34;V;1742;1371,1229508;0
Ahorro;2016;35;M;2276;1792,5464481;2
Ahorro;2016;35;V;1984;1578,1174863;0
Ahorro;2016;36;M;2493;1974,9180328;0
Ahorro;2016;36;V;2192;1668,8879781;3
Ahorro;2016;37;M;2664;2117,3551913;0
Ahorro;2016;37;V;2389;1884,2923497;0
Ahorro;2016;38;M;2873;2275,5737705;0
Ahorro;2016;38;V;2628;2113,9836066;1
Ahorro;2016;39;M;3110;2498,7158470;0
Ahorro;2016;39;V;2870;2303,7978142;0
Ahorro;2016;40;M;3230;2596,9836066;0
Ahorro;2016;40;V;3061;2466,9644809;1
Ahorro;2016;41;M;3407;2748,0273224;1
Ahorro;2016;41;V;3204;2555,5191257;1
Ahorro;2016;42;M;3390;2734,2759563;1
Ahorro;2016;42;V;3277;2641,0573770;0
Ahorro;2016;43;M;3469;2813,6830601;0
Ahorro;2016;43;V;3367;2749,2868852;0
Ahorro;2016;44;M;3686;2982,2267760;1
Ahorro;2016;44;V;3511;2885,6912568;1
Ahorro;2016;45;M;3555;2876,6284153;0
Ahorro;2016;45;V;3563;2933,3633880;1
Ahorro;2016;46;M;3742;3069,9617486;1
Ahorro;2016;46;V;3812;3155,4262295;4
Ahorro;2016;47;M;3752;3089,8989071;5
Ahorro;2016;47;V;3828;3144,0601093;2
Ahorro;2016;48;M;4043;3324,7021858;1
Ahorro;2016;48;V;3740;3124,7950820;4
Ahorro;2016;49;M;4219;3450,7131148;5
Ahorro;2016;49;V;4161;3452,3579235;4
Ahorro;2016;50;M;4050;3347,3196721;2
Ahorro;2016;50;V;4025;3360,9972678;3
Ahorro;2016;51;M;4386;3588,6284153;1
Ahorro;2016;51;V;4178;3517,2404372;1
Ahorro;2016;52;M;4494;3693,7677596;5
Ahorro;2016;52;V;4383;3632,2814208;7
Ahorro;2016;53;M;4308;3550,2923497;7
Ahorro;2016;53;V;4339;3637,4344262;8
Ahorro;2016;54;M;4448;3657,6775956;3
Ahorro;2016;54;V;4330;3594,2103825;6
Ahorro;2016;55;M;4451;3691,4726776;6
Ahorro;2016;55;V;4250;3572,7950820;3
Ahorro;2016;56;M;4526;3735,0163934;6
Ahorro;2016;56;V;4514;3788,8360656;5
Ahorro;2016;57;M;4802;3939,5846995;10
Ahorro;2016;57;V;4675;3953,9808743;7
Ahorro;2016;58;M;4739;3907,3060109;7
Ahorro;2016;58;V;4765;4045,1338798;11
Ahorro;2016;59;M;4640;3867,5245902;10
Ahorro;2016;59;V;4710;3940,5792350;12
Ahorro;2016;60;M;4462;3653,6475410;6
Ahorro;2016;60;V;4526;3842,6721311;13
Ahorro;2016;61;M;4440;3647,4125683;3
Ahorro;2016;61;V;4722;3953,2732240;26
Ahorro;2016;62;M;4330;3569,4726776;5
Ahorro;2016;62;V;4371;3676,7158470;11
Ahorro;2016;63;M;4191;3448,8989071;3
Ahorro;2016;63;V;4329;3576,5136612;8
Ahorro;2016;64;M;4104;3346,4672131;3
Ahorro;2016;64;V;4173;3489,0300546;17
Ahorro;2016;65;M;3765;2984,3387978;4
Ahorro;2016;65;V;4034;3286,6038251;17
Ahorro;2016;66;M;3260;2556,7322404;5
Ahorro;2016;66;V;3465;2838,5355191;8
Ahorro;2016;67;M;2878;2280,8989071;7
Ahorro;2016;67;V;2990;2435,3360656;15
Ahorro;2016;68;M;2793;2147,1557377;5
Ahorro;2016;68;V;2879;2338,9672131;11
Ahorro;2016;69;M;2302;1780,5000000;4
Ahorro;2016;69;V;2401;1923,3251366;7
Ahorro;2016;70;M;2153;1611,7650273;3
Ahorro;2016;70;V;2233;1737,9453552;15
Ahorro;2016;71;M;2096;1576,7295082;7
Ahorro;2016;71;V;2139;1690,7076503;8
Ahorro;2016;72;M;1819;1346,4699454;11
Ahorro;2016;72;V;1828;1421,1939891;13
Ahorro;2016;73;M;1594;1143,6338798;4
Ahorro;2016;73;V;1429;1060,5956284;13
Ahorro;2016;74;M;1283;939,09836066;4
Ahorro;2016;74;V;1217;874,23497268;14
Ahorro;2016;75;M;1140;787,52732240;8
Ahorro;2016;75;V;1026;757,18579235;8
Ahorro;2016;76;M;1319;940,21038251;13
Ahorro;2016;76;V;1142;826,22131148;6
Ahorro;2016;77;M;790;555,02185792;7
Ahorro;2016;77;V;645;450,96994536;12
Ahorro;2016;78;M;904;625,07650273;11
Ahorro;2016;78;V;740;514,01366120;10
Ahorro;2016;79;M;974;679,30054645;11
Ahorro;2016;79;V;712;480,80327869;12
Ahorro;2016;80;M;978;690,87431694;14
Ahorro;2016;80;V;737;520,60928962;15
Ahorro;2016;81;M;938;642,94535519;8
Ahorro;2016;81;V;668;463,33060109;17
Ahorro;2016;82;M;878;601,96448087;16
Ahorro;2016;82;V;718;461,82513661;15
Ahorro;2016;83;M;789;562,32513661;9
Ahorro;2016;83;V;618;430,76775956;13
Ahorro;2016;84;M;756;537,27595628;10
Ahorro;2016;84;V;560;390,50819672;18
Ahorro;2016;85;M;720;509,58469945;8
Ahorro;2016;85;V;467;332,09016393;19
Ahorro;2016;86;M;674;469,08743169;21
Ahorro;2016;86;V;378;264,18852459;26
Ahorro;2016;87;M;570;419,30054645;15
Ahorro;2016;87;V;353;244,98360656;19
Ahorro;2016;88;M;437;310,39071038;13
Ahorro;2016;88;V;235;153,23770492;12
Ahorro;2016;89;M;415;280,22677596;16
Ahorro;2016;89;V;211;150,45355191;10
Ahorro;2016;90;M;316;226,69398907;12
Ahorro;2016;90;V;177;119,76229508;9
Ahorro;2016;91;M;288;206,21311475;11
Ahorro;2016;91;V;122;84,991803279;10
Ahorro;2016;92;M;211;158,35245902;17
Ahorro;2016;92;V;94;72,147540984;9
Ahorro;2016;93;M;160;112,07103825;14
Ahorro;2016;93;V;71;59,811475410;2
Ahorro;2016;94;M;129;90,855191257;11
Ahorro;2016;94;V;53;35,644808743;7
Ahorro;2016;95;M;93;73,693989071;8
Ahorro;2016;95;V;35;24,426229508;6
Ahorro;2016;96;M;63;49,672131148;2
Ahorro;2016;96;V;36;25,461748634;4
Ahorro;2016;97;M;33;23,169398907;2
Ahorro;2016;97;V;21;12,245901639;6
Ahorro;2016;98;M;31;16,669398907;3
Ahorro;2016;98;V;4;2,4153005464;1
Ahorro;2016;99;M;13;9,4754098361;1
Ahorro;2016;99;V;3;2,1639344262;0
Ahorro;2016;100;M;16;13,112021858;2
Ahorro;2016;100;V;1;1,0000000000;0
Ahorro;2016;101;M;1;1,0000000000;0
Ahorro;2016;101;V;2;1,3196721311;0
Ahorro;2016;102;M;3;2,2486338798;1
Ahorro;2016;102;V;1;0,8005464481;1
Ahorro;2016;103;M;6;5,6885245902;1
Ahorro;2016;103;V;1;1,0000000000;0
Ahorro;2016;105;M;2;2,0000000000;0
Ahorro;2016;106;M;2;1,4508196721;0
Ahorro;2016;106;V;1;1,0000000000;0
Ahorro;2016;107;M;1;1,0000000000;0
Ahorro;2016;112;V;1;1,0000000000;0
Ahorro;2016;113;M;1;1,0000000000;0
Rentas;2008;30;M;1;1,0000000000;0
Rentas;2008;33;M;1;1,0000000000;0
Rentas;2008;33;V;2;2,0000000000;0
Rentas;2008;34;V;1;1,0000000000;0
Rentas;2008;35;M;1;0,9180327869;0
Rentas;2008;35;V;2;1,1202185792;0
Rentas;2008;36;M;1;0,4234972678;0
Rentas;2008;36;V;2;2,0000000000;0
Rentas;2008;37;M;1;1,0000000000;0
Rentas;2008;37;V;1;1,0000000000;0
Rentas;2008;39;M;2;1,8907103825;0
Rentas;2008;40;M;3;2,0819672131;0
Rentas;2008;40;V;5;4,8524590164;0
Rentas;2008;41;M;4;4,0000000000;0
Rentas;2008;41;V;3;2,3142076503;0
Rentas;2008;42;M;4;3,9180327869;0
Rentas;2008;42;V;8;7,4453551913;0
Rentas;2008;43;M;5;5,0000000000;0
Rentas;2008;43;V;4;4,0000000000;0
Rentas;2008;44;M;4;4,0000000000;0
Rentas;2008;44;V;1;1,0000000000;0
Rentas;2008;45;V;1;1,0000000000;0
Rentas;2008;46;M;5;5,0000000000;0
Rentas;2008;46;V;5;4,2349726776;0
Rentas;2008;47;M;11;7,2076502732;0
Rentas;2008;47;V;15;13,893442623;0
Rentas;2008;48;M;10;7,7377049180;0
Rentas;2008;48;V;2;2,0000000000;0
Rentas;2008;49;M;5;5,0000000000;0
Rentas;2008;49;V;13;11,972677596;3
Rentas;2008;50;M;6;6,0000000000;0
Rentas;2008;50;V;4;3,8196721311;0
Rentas;2008;51;M;4;4,0000000000;0
Rentas;2008;51;V;13;12,336065574;0
Rentas;2008;52;M;3;3,0000000000;0
Rentas;2008;52;V;6;2,7131147541;0
Rentas;2008;53;M;10;8,3360655738;0
Rentas;2008;53;V;30;28,814207650;0
Rentas;2008;54;M;9;8,0819672131;0
Rentas;2008;54;V;16;14,418032787;2
Rentas;2008;55;M;17;16,838797814;0
Rentas;2008;55;V;10;9,2923497268;0
Rentas;2008;56;M;16;15,300546448;0
Rentas;2008;56;V;22;18,524590164;0
Rentas;2008;57;M;14;9,9125683060;0
Rentas;2008;57;V;27;21,275956284;0
Rentas;2008;58;M;16;14,442622951;0
Rentas;2008;58;V;11;10,054644809;0
Rentas;2008;59;M;31;27,874316940;0
Rentas;2008;59;V;18;13,038251366;0
Rentas;2008;60;M;27;25,964480874;0
Rentas;2008;60;V;28;22,931693989;0
Rentas;2008;61;M;26;22,568306011;0
Rentas;2008;61;V;41;28,887978142;0
Rentas;2008;62;M;60;48,453551913;0
Rentas;2008;62;V;41;35,333333333;0
Rentas;2008;63;M;75;67,732240437;3
Rentas;2008;63;V;60;51,857923497;0
Rentas;2008;64;M;86;69,849726776;0
Rentas;2008;64;V;88;73,139344262;2
Rentas;2008;65;M;80;74,185792350;0
Rentas;2008;65;V;74;62,991803279;0
Rentas;2008;66;M;64;54,928961749;0
Rentas;2008;66;V;119;100,39890710;0
Rentas;2008;67;M;113;107,73770492;1
Rentas;2008;67;V;109;97,240437158;6
Rentas;2008;68;M;167;146,81420765;2
Rentas;2008;68;V;111;105,78688525;2
Rentas;2008;69;M;113;102,06557377;0
Rentas;2008;69;V;103;93,142076503;0
Rentas;2008;70;M;124;108,33606557;0
Rentas;2008;70;V;103;91,871584699;3
Rentas;2008;71;M;192;168,38524590;1
Rentas;2008;71;V;138;119,59016393;3
Rentas;2008;72;M;248;235,19125683;0
Rentas;2008;72;V;177;160,70491803;1
Rentas;2008;73;M;212;196,96721311;1
Rentas;2008;73;V;220;197,94808743;3
Rentas;2008;74;M;266;244,28142077;3
Rentas;2008;74;V;185;166,90983607;1
Rentas;2008;75;M;257;238,24590164;2
Rentas;2008;75;V;212;194,06830601;1
Rentas;2008;76;M;281;268,51092896;4
Rentas;2008;76;V;224;194,63934426;6
Rentas;2008;77;M;325;303,50819672;4
Rentas;2008;77;V;203;186,75683060;3
Rentas;2008;78;M;384;355,47814208;2
Rentas;2008;78;V;167;149,00000000;4
Rentas;2008;79;M;289;260,16393443;5
Rentas;2008;79;V;172;155,54644809;10
Rentas;2008;80;M;336;315,60109290;12
Rentas;2008;80;V;190;166,74590164;6
Rentas;2008;81;M;313;283,09016393;4
Rentas;2008;81;V;155;134,82513661;6
Rentas;2008;82;M;362;320,98087432;9
Rentas;2008;82;V;177;160,66393443;7
Rentas;2008;83;M;336;309,02185792;11
Rentas;2008;83;V;128;113,87431694;2
Rentas;2008;84;M;310;281,65573770;11
Rentas;2008;84;V;146;127,14207650;11
Rentas;2008;85;M;321;297,08196721;13
Rentas;2008;85;V;164;150,23497268;22
Rentas;2008;86;M;239;221,89890710;15
Rentas;2008;86;V;110;98,557377049;5
Rentas;2008;87;M;194;187,14480874;7
Rentas;2008;87;V;109;100,03278689;7
Rentas;2008;88;M;204;188,68579235;13
Rentas;2008;88;V;77;70,150273224;9
Rentas;2008;89;M;140;131,08743169;10
Rentas;2008;89;V;45;43,377049180;6
Rentas;2008;90;M;135;117,84153005;14
Rentas;2008;90;V;58;53,270491803;5
Rentas;2008;91;M;119;111,02185792;1
Rentas;2008;91;V;40;33,904371585;5
Rentas;2008;92;M;105;95,923497268;12
Rentas;2008;92;V;25;22,587431694;3
Rentas;2008;93;M;86;75,830601093;5
Rentas;2008;93;V;25;22,316939891;0
Rentas;2008;94;M;49;34,620218579;10
Rentas;2008;94;V;26;22,860655738;5
Rentas;2008;95;M;20;18,021857923;2
Rentas;2008;95;V;15;15,000000000;0
Rentas;2008;96;M;27;21,336065574;4
Rentas;2008;96;V;8;6,4918032787;2
Rentas;2008;97;M;13;11,983606557;2
Rentas;2008;97;V;11;7,3934426230;7
Rentas;2008;98;M;7;6,4972677596;1
Rentas;2008;98;V;7;5,7923497268;1
Rentas;2008;99;M;7;6,6256830601;1
Rentas;2008;99;V;5;5,0000000000;0
Rentas;2008;100;M;4;2,5054644809;3
Rentas;2008;100;V;1;0,7486338798;0
Rentas;2008;101;M;4;3,5081967213;1
Rentas;2008;102;M;2;2,0000000000;0
Rentas;2009;31;M;1;0,5150684932;0
Rentas;2009;34;M;1;1,0000000000;0
Rentas;2009;34;V;2;2,0000000000;0
Rentas;2009;35;V;1;0,1150684932;0
Rentas;2009;37;V;2;1,5397260274;0
Rentas;2009;38;M;2;1,6821917808;0
Rentas;2009;38;V;1;1,0000000000;0
Rentas;2009;40;M;1;0,5397260274;0
