BBDD;ID_ANYO;EDAD;SEX;POLIZAS;EXPOSICION;SINIESTROS
Ahorro;2011;40;M;2387;2043,8356164;0
Ahorro;2011;40;V;2524;2146,4164384;2
Ahorro;2011;41;M;2550;2194,9150685;2
Ahorro;2011;41;V;2750;2340,2904110;0
Ahorro;2011;42;M;2553;2206,6273973;1
Ahorro;2011;42;V;2786;2377,2219178;2
Ahorro;2011;43;M;2791;2431,8246575;1
Ahorro;2011;43;V;2825;2437,0246575;2
Ahorro;2011;44;M;3012;2618,3068493;0
Ahorro;2011;44;V;3104;2668,8109589;0
Ahorro;2011;45;M;2958;2557,8849315;0
Ahorro;2011;45;V;3051;2670,4904110;0
Ahorro;2011;46;M;3109;2722,1315068;1
Ahorro;2011;46;V;3365;2914,7178082;3
Ahorro;2011;47;M;3374;2929,9315068;0
Ahorro;2011;47;V;3584;3125,5589041;2
Ahorro;2011;48;M;3180;2788,4246575;2
Ahorro;2011;48;V;3558;3143,4328767;5
Ahorro;2011;49;M;3334;2921,7178082;1
Ahorro;2011;49;V;3496;3074,1835616;6
Ahorro;2011;50;M;3423;3013,3698630;4
Ahorro;2011;50;V;3507;3099,5068493;3
Ahorro;2011;51;M;3435;2993,4712329;4
Ahorro;2011;51;V;3735;3289,9452055;6
Ahorro;2011;52;M;3600;3160,7890411;2
Ahorro;2011;52;V;3795;3376,9068493;5
Ahorro;2011;53;M;3696;3234,5972603;2
Ahorro;2011;53;V;3912;3463,4821918;5
Ahorro;2011;54;M;3679;3254,6876712;3
Ahorro;2011;54;V;3990;3521,0109589;12
Ahorro;2011;55;M;3449;3045,3917808;3
Ahorro;2011;55;V;3802;3324,8602740;5
Ahorro;2011;56;M;3519;3090,7671233;3
Ahorro;2011;56;V;4013;3503,0301370;8
Ahorro;2011;57;M;3575;3122,6273973;11
Ahorro;2011;57;V;3637;3171,5534247;24
Ahorro;2011;58;M;3553;3132,3972603;8
Ahorro;2011;58;V;3768;3310,4849315;5
Ahorro;2011;59;M;3495;3077,0356164;14
Ahorro;2011;59;V;3933;3476,1013699;8
Ahorro;2011;60;M;3434;3008,9698630;1
Ahorro;2011;60;V;3945;3447,1452055;11
Ahorro;2011;61;M;3162;2750,2657534;6
Ahorro;2011;61;V;3751;3282,0109589;13
Ahorro;2011;62;M;3203;2775,5232877;6
Ahorro;2011;62;V;3727;3218,8109589;18
Ahorro;2011;63;M;3304;2883,3616438;3
Ahorro;2011;63;V;3858;3324,5397260;23
Ahorro;2011;64;M;2816;2420,7205479;2
Ahorro;2011;64;V;3404;2934,6027397;24
Ahorro;2011;65;M;2709;2277,9424658;7
Ahorro;2011;65;V;3224;2727,3041096;15
Ahorro;2011;66;M;2704;2281,9506849;5
Ahorro;2011;66;V;3047;2573,1726027;11
Ahorro;2011;67;M;2377;2032,6273973;7
Ahorro;2011;67;V;2615;2207,4630137;10
Ahorro;2011;68;M;2075;1746,5589041;2
Ahorro;2011;68;V;2264;1885,8438356;6
Ahorro;2011;69;M;1721;1452,0904110;6
Ahorro;2011;69;V;1966;1639,4383562;9
Ahorro;2011;70;M;1504;1232,0821918;6
Ahorro;2011;70;V;1663;1372,1671233;11
Ahorro;2011;71;M;1754;1497,4465753;7
Ahorro;2011;71;V;1895;1539,8328767;15
Ahorro;2011;72;M;1100;936,02191781;10
Ahorro;2011;72;V;1100;902,46849315;8
Ahorro;2011;73;M;1234;1029,8219178;7
Ahorro;2011;73;V;1270;1039,3342466;20
Ahorro;2011;74;M;1336;1103,5452055;5
Ahorro;2011;74;V;1267;1029,9068493;15
Ahorro;2011;75;M;1461;1209,2109589;9
Ahorro;2011;75;V;1398;1128,4575342;12
Ahorro;2011;76;M;1385;1147,2958904;16
Ahorro;2011;76;V;1219;988,59178082;20
Ahorro;2011;77;M;1337;1095,5150685;15
Ahorro;2011;77;V;1260;1027,6219178;26
Ahorro;2011;78;M;1184;966,49863014;11
Ahorro;2011;78;V;1138;929,31506849;25
Ahorro;2011;79;M;1325;1104,4164384;18
Ahorro;2011;79;V;1093;875,20547945;31
Ahorro;2011;80;M;1072;873,02191781;8
Ahorro;2011;80;V;1026;830,57260274;33
Ahorro;2011;81;M;1133;928,86301370;12
Ahorro;2011;81;V;891;693,56438356;37
Ahorro;2011;82;M;943;780,56986301;16
Ahorro;2011;82;V;770;601,01095890;28
Ahorro;2011;83;M;811;652,95616438;19
Ahorro;2011;83;V;600;474,41643836;25
Ahorro;2011;84;M;700;578,31232877;12
Ahorro;2011;84;V;617;490,35890411;31
Ahorro;2011;85;M;656;527,08767123;19
Ahorro;2011;85;V;425;336,66849315;24
Ahorro;2011;86;M;614;490,12602740;25
Ahorro;2011;86;V;383;299,43013699;20
Ahorro;2011;87;M;512;413,93972603;23
Ahorro;2011;87;V;342;285,45479452;18
Ahorro;2011;88;M;424;327,43561644;32
Ahorro;2011;88;V;257;180,72602740;28
Ahorro;2011;89;M;361;283,80547945;13
Ahorro;2011;89;V;195;152,11232877;18
Ahorro;2011;90;M;256;205,41917808;11
Ahorro;2011;90;V;185;136,87123288;19
Ahorro;2011;91;M;198;149,70136986;13
Ahorro;2011;91;V;117;89,268493151;14
Ahorro;2011;92;M;122;91,265753425;19
Ahorro;2011;92;V;66;51,002739726;8
Ahorro;2011;93;M;128;93,967123288;17
Ahorro;2011;93;V;45;35,038356164;3
Ahorro;2011;94;M;72;59,487671233;6
Ahorro;2011;94;V;43;30,843835616;7
Ahorro;2011;95;M;50;39,410958904;8
Ahorro;2011;95;V;22;18,200000000;3
Ahorro;2011;96;M;28;25,967123288;3
Ahorro;2011;96;V;23;15,471232877;4
Ahorro;2011;97;M;27;22,602739726;2
Ahorro;2011;97;V;11;10,252054795;2
Ahorro;2011;98;M;23;17,652054795;4
Ahorro;2011;98;V;7;6,9287671233;0
Ahorro;2011;99;M;12;8,5342465753;2
Ahorro;2011;99;V;2;1,4438356164;1
Ahorro;2011;100;M;9;7,9972602740;0
Ahorro;2011;100;V;2;2,0000000000;0
Ahorro;2011;101;M;7;5,3287671233;1
Ahorro;2011;101;V;1;1,0000000000;0
Ahorro;2011;102;M;4;4,0000000000;0
Ahorro;2011;102;V;3;2,5479452055;3
Ahorro;2011;104;M;1;0,2767123288;0
Ahorro;2011;104;V;1;0,4328767123;0
Ahorro;2011;107;V;1;1,0000000000;0
Ahorro;2011;108;M;1;1,0000000000;0
Ahorro;2011;109;M;1;1,0000000000;0
Ahorro;2011;123;M;1;1,0000000000;0
Ahorro;2012;16;M;1;0,8715846995;0
Ahorro;2012;17;V;1;1,0000000000;0
Ahorro;2012;18;M;24;8,3524590164;0
Ahorro;2012;18;V;28;11,991803279;0
Ahorro;2012;19;M;77;56,196721311;0
Ahorro;2012;19;V;79;54,183060109;0
Ahorro;2012;20;M;120;92,751366120;0
Ahorro;2012;20;V;126;104,41530055;0
Ahorro;2012;21;M;185;147,30874317;0
Ahorro;2012;21;V;194;156,96174863;1
Ahorro;2012;22;M;273;224,95901639;0
Ahorro;2012;22;V;260;212,75683060;0
Ahorro;2012;23;M;324;265,01366120;0
Ahorro;2012;23;V;341;278,22677596;0
Ahorro;2012;24;M;481;391,48360656;0
Ahorro;2012;24;V;406;348,88797814;0
Ahorro;2012;25;M;544;437,26502732;0
Ahorro;2012;25;V;480;397,42076503;0
Ahorro;2012;26;M;665;524,31420765;0
Ahorro;2012;26;V;572;463,91803279;1
Ahorro;2012;27;M;840;674,45901639;0
Ahorro;2012;27;V;743;614,03278689;0
Ahorro;2012;28;M;946;774,84699454;0
Ahorro;2012;28;V;793;669,19672131;1
Ahorro;2012;29;M;1088;898,32240437;0
Ahorro;2012;29;V;896;763,02459016;0
Ahorro;2012;30;M;1197;1003,8306011;0
Ahorro;2012;30;V;952;803,25956284;0
Ahorro;2012;31;M;1269;1090,1174863;0
Ahorro;2012;31;V;1182;1009,5163934;1
Ahorro;2012;32;M;1340;1167,9562842;0
Ahorro;2012;32;V;1194;1020,6994536;0
Ahorro;2012;33;M;1510;1321,2732240;0
Ahorro;2012;33;V;1281;1124,8606557;0
Ahorro;2012;34;M;1697;1488,3825137;0
Ahorro;2012;34;V;1584;1383,7431694;0
Ahorro;2012;35;M;1856;1639,0710383;0
Ahorro;2012;35;V;1734;1539,7021858;1
Ahorro;2012;36;M;1879;1675,1010929;0
Ahorro;2012;36;V;1857;1646,5027322;2
Ahorro;2012;37;M;2072;1862,2349727;0
Ahorro;2012;37;V;1999;1796,7431694;0
Ahorro;2012;38;M;2178;1933,9617486;1
Ahorro;2012;38;V;2069;1867,8087432;0
Ahorro;2012;39;M;2204;1990,8251366;0
Ahorro;2012;39;V;2180;1961,4562842;2
Ahorro;2012;40;M;2394;2184,9453552;0
Ahorro;2012;40;V;2391;2174,6338798;1
Ahorro;2012;41;M;2384;2179,4972678;0
Ahorro;2012;41;V;2492;2274,0710383;2
Ahorro;2012;42;M;2537;2320,2267760;0
Ahorro;2012;42;V;2671;2456,8442623;3
Ahorro;2012;43;M;2505;2314,0956284;3
Ahorro;2012;43;V;2684;2489,6229508;0
Ahorro;2012;44;M;2747;2530,7759563;0
Ahorro;2012;44;V;2740;2524,3688525;4
Ahorro;2012;45;M;2939;2727,1830601;1
Ahorro;2012;45;V;3003;2798,4590164;2
Ahorro;2012;46;M;2903;2690,1202186;3
Ahorro;2012;46;V;2972;2755,6721311;3
Ahorro;2012;47;M;3062;2864,8825137;1
Ahorro;2012;47;V;3247;3038,9344262;1
Ahorro;2012;48;M;3273;3046,9071038;0
Ahorro;2012;48;V;3425;3194,6229508;2
Ahorro;2012;49;M;3067;2874,6393443;2
Ahorro;2012;49;V;3433;3212,7131148;3
Ahorro;2012;50;M;3207;2996,2295082;0
Ahorro;2012;50;V;3357;3149,6092896;5
Ahorro;2012;51;M;3333;3117,4153005;1
Ahorro;2012;51;V;3372;3184,2759563;0
Ahorro;2012;52;M;3323;3119,9562842;3
Ahorro;2012;52;V;3591;3382,8142077;4
Ahorro;2012;53;M;3474;3261,5901639;3
Ahorro;2012;53;V;3679;3466,2704918;6
Ahorro;2012;54;M;3596;3386,6366120;2
Ahorro;2012;54;V;3769;3562,0081967;8
Ahorro;2012;55;M;3556;3360,7322404;2
Ahorro;2012;55;V;3782;3546,0409836;3
Ahorro;2012;56;M;3346;3156,0983607;2
Ahorro;2012;56;V;3659;3429,0628415;9
Ahorro;2012;57;M;3402;3204,7377049;8
Ahorro;2012;57;V;3856;3612,3114754;12
Ahorro;2012;58;M;3426;3202,7158470;12
Ahorro;2012;58;V;3499;3278,4508197;8
Ahorro;2012;59;M;3405;3218,5846995;11
Ahorro;2012;59;V;3584;3384,9781421;14
Ahorro;2012;60;M;3323;3144,0273224;2
Ahorro;2012;60;V;3745;3514,5928962;6
Ahorro;2012;61;M;3272;3081,1803279;12
Ahorro;2012;61;V;3684;3447,0710383;8
Ahorro;2012;62;M;2973;2787,8989071;6
Ahorro;2012;62;V;3498;3259,4617486;14
Ahorro;2012;63;M;2972;2800,0628415;5
Ahorro;2012;63;V;3422;3186,2158470;21
Ahorro;2012;64;M;3073;2925,8497268;5
Ahorro;2012;64;V;3507;3288,8306011;29
Ahorro;2012;65;M;2586;2368,0765027;2
Ahorro;2012;65;V;3047;2785,0081967;13
Ahorro;2012;66;M;2316;2134,9071038;2
Ahorro;2012;66;V;2717;2503,0601093;17
Ahorro;2012;67;M;2331;2211,9016393;7
Ahorro;2012;67;V;2623;2483,1721311;12
Ahorro;2012;68;M;2121;2019,5792350;6
Ahorro;2012;68;V;2245;2114,4726776;15
Ahorro;2012;69;M;1838;1739,4562842;6
Ahorro;2012;69;V;1917;1807,3114754;16
Ahorro;2012;70;M;1530;1456,5628415;4
Ahorro;2012;70;V;1681;1590,2650273;13
Ahorro;2012;71;M;1316;1245,8387978;10
Ahorro;2012;71;V;1417;1329,9398907;15
Ahorro;2012;72;M;1572;1501,2950820;14
Ahorro;2012;72;V;1578;1507,3879781;16
Ahorro;2012;73;M;979;922,19398907;5
Ahorro;2012;73;V;928;874,30327869;11
Ahorro;2012;74;M;1079;1024,4808743;3
Ahorro;2012;74;V;1088;1015,5464481;11
Ahorro;2012;75;M;1165;1103,8333333;10
Ahorro;2012;75;V;1043;977,30327869;21
Ahorro;2012;76;M;1273;1204,4890710;9
Ahorro;2012;76;V;1173;1112,1693989;21
Ahorro;2012;77;M;1187;1133,6475410;15
Ahorro;2012;77;V;1004;951,99180328;20
Ahorro;2012;78;M;1148;1092,9972678;17
Ahorro;2012;78;V;1047;987,12568306;15
Ahorro;2012;79;M;1005;955,64480874;14
Ahorro;2012;79;V;938;880,48087432;32
Ahorro;2012;80;M;1120;1071,2868852;19
Ahorro;2012;80;V;883;834,25683060;36
Ahorro;2012;81;M;895;849,18032787;5
Ahorro;2012;81;V;848;792,28415301;31
Ahorro;2012;82;M;960;915,73224044;9
Ahorro;2012;82;V;702;649,93989071;25
Ahorro;2012;83;M;793;744,51639344;20
Ahorro;2012;83;V;615;569,25136612;34
Ahorro;2012;84;M;684;629,86612022;25
Ahorro;2012;84;V;476;425,37431694;41
Ahorro;2012;85;M;584;538,58743169;25
Ahorro;2012;85;V;489;444,36885246;36
Ahorro;2012;86;M;541;508,63934426;12
Ahorro;2012;86;V;340;305,49726776;31
Ahorro;2012;87;M;483;447,35792350;27
Ahorro;2012;87;V;287;260,86065574;20
Ahorro;2012;88;M;410;380,79781421;15
Ahorro;2012;88;V;273;247,03278689;24
Ahorro;2012;89;M;311;280,23497268;27
Ahorro;2012;89;V;179;161,21584699;13
Ahorro;2012;90;M;281;249,62841530;25
Ahorro;2012;90;V;138;115,68306011;18
Ahorro;2012;91;M;194;175,07103825;16
Ahorro;2012;91;V;133;112,92622951;22
Ahorro;2012;92;M;149;134,24043716;15
Ahorro;2012;92;V;83;73,863387978;6
Ahorro;2012;93;M;80;72,308743169;7
Ahorro;2012;93;V;46;43,147540984;2
Ahorro;2012;94;M;91;80,106557377;11
Ahorro;2012;94;V;32;28,978142077;4
Ahorro;2012;95;M;58;51,846994536;6
Ahorro;2012;95;V;28;21,565573770;7
Ahorro;2012;96;M;35;30,144808743;4
Ahorro;2012;96;V;15;13,874316940;2
Ahorro;2012;97;M;25;21,663934426;2
Ahorro;2012;97;V;15;11,207650273;0
Ahorro;2012;98;M;20;14,387978142;6
Ahorro;2012;98;V;8;4,1311475410;6
Ahorro;2012;99;M;16;13,866120219;5
Ahorro;2012;99;V;6;4,2513661202;2
Ahorro;2012;100;M;7;6,4125683060;0
Ahorro;2012;100;V;1;0,3524590164;0
Ahorro;2012;101;M;8;8,0000000000;0
Ahorro;2012;101;V;2;1,5846994536;0
Ahorro;2012;102;M;5;5,0000000000;0
Ahorro;2012;102;V;1;1,0000000000;0
Ahorro;2012;103;M;4;4,0000000000;0
Ahorro;2012;105;M;1;1,0000000000;0
Ahorro;2012;108;V;1;1,0000000000;0
Ahorro;2012;109;M;1;1,0000000000;0
Ahorro;2012;110;M;1;1,0000000000;0
Ahorro;2012;124;M;1;1,0000000000;0
Ahorro;2013;17;M;1;1,0000000000;0
Ahorro;2013;18;M;18;5,5150684932;0
Ahorro;2013;18;V;28;8,6328767123;0
Ahorro;2013;19;M;52;31,252054795;0
Ahorro;2013;19;V;52;35,594520548;0
Ahorro;2013;20;M;102;76,090410959;0
Ahorro;2013;20;V;106;76,536986301;0
Ahorro;2013;21;M;159;126,07123288;0
Ahorro;2013;21;V;160;126,86575342;0
Ahorro;2013;22;M;220;178,30410959;0
Ahorro;2013;22;V;230;180,73424658;0
Ahorro;2013;23;M;322;252,36986301;0
Ahorro;2013;23;V;305;249,09315068;0
Ahorro;2013;24;M;396;310,36164384;0
Ahorro;2013;24;V;375;304,73698630;0
Ahorro;2013;25;M;550;447,78904110;0
Ahorro;2013;25;V;473;378,76712329;1
Ahorro;2013;26;M;656;506,77260274;0
Ahorro;2013;26;V;553;446,23287671;0
Ahorro;2013;27;M;776;619,08767123;0
Ahorro;2013;27;V;645;523,09041096;0
Ahorro;2013;28;M;950;782,95068493;1
Ahorro;2013;28;V;816;685,47397260;2
Ahorro;2013;29;M;1029;866,95068493;0
Ahorro;2013;29;V;882;721,00273973;0
Ahorro;2013;30;M;1149;960,90684932;0
Ahorro;2013;30;V;966;812,29589041;0
Ahorro;2013;31;M;1273;1081,3643836;0
Ahorro;2013;31;V;1019;855,39178082;0
Ahorro;2013;32;M;1325;1137,3424658;0
Ahorro;2013;32;V;1231;1057,3616438;0
Ahorro;2013;33;M;1433;1232,0684932;0
Ahorro;2013;33;V;1266;1068,3369863;0
Ahorro;2013;34;M;1567;1371,1315068;0
Ahorro;2013;34;V;1368;1168,1506849;0
Ahorro;2013;35;M;1775;1551,5863014;0
Ahorro;2013;35;V;1614;1423,9315068;0
Ahorro;2013;36;M;1944;1695,8684932;1
Ahorro;2013;36;V;1812;1592,1561644;0
Ahorro;2013;37;M;1969;1752,5534247;0
Ahorro;2013;37;V;1952;1704,5917808;0
Ahorro;2013;38;M;2144;1917,2356164;0
Ahorro;2013;38;V;2052;1830,8712329;0
Ahorro;2013;39;M;2208;1997,4273973;0
Ahorro;2013;39;V;2144;1918,3808219;1
Ahorro;2013;40;M;2252;2027,5424658;1
Ahorro;2013;40;V;2206;1986,0493151;1
Ahorro;2013;41;M;2455;2216,4767123;0
Ahorro;2013;41;V;2392;2184,1397260;1
Ahorro;2013;42;M;2418;2181,5972603;0
Ahorro;2013;42;V;2508;2296,1863014;0
Ahorro;2013;43;M;2533;2340,1424658;1
Ahorro;2013;43;V;2653;2450,1041096;0
Ahorro;2013;44;M;2531;2323,6438356;1
Ahorro;2013;44;V;2672;2466,3890411;2
Ahorro;2013;45;M;2771;2560,0493151;0
Ahorro;2013;45;V;2701;2495,2219178;0
Ahorro;2013;46;M;2967;2722,3287671;1
Ahorro;2013;46;V;2994;2768,6547945;0
Ahorro;2013;47;M;2911;2683,7589041;2
Ahorro;2013;47;V;2954;2740,2575342;4
Ahorro;2013;48;M;3061;2840,3534247;0
Ahorro;2013;48;V;3215;3007,4356164;3
Ahorro;2013;49;M;3283;3031,1068493;2
Ahorro;2013;49;V;3387;3154,0986301;1
Ahorro;2013;50;M;3039;2826,5041096;0
Ahorro;2013;50;V;3409;3166,1041096;5
Ahorro;2013;51;M;3170;2956,7123288;5
Ahorro;2013;51;V;3332;3109,6986301;6
Ahorro;2013;52;M;3310;3085,2794521;3
Ahorro;2013;52;V;3346;3130,9917808;3
Ahorro;2013;53;M;3328;3087,1698630;3
Ahorro;2013;53;V;3552;3316,2301370;5
Ahorro;2013;54;M;3463;3227,7506849;5
Ahorro;2013;54;V;3636;3422,2821918;7
Ahorro;2013;55;M;3607;3362,4027397;3
Ahorro;2013;55;V;3733;3498,3890411;3
Ahorro;2013;56;M;3518;3303,0712329;6
Ahorro;2013;56;V;3701;3465,4986301;5
Ahorro;2013;57;M;3317;3083,8684932;2
Ahorro;2013;57;V;3551;3340,3863014;8
Ahorro;2013;58;M;3354;3155,5369863;3
Ahorro;2013;58;V;3740;3528,0027397;8
Ahorro;2013;59;M;3329;3142,9424658;1
Ahorro;2013;59;V;3462;3218,1452055;11
Ahorro;2013;60;M;3325;3134,1561644;8
Ahorro;2013;60;V;3516;3281,8493151;16
Ahorro;2013;61;M;3263;3051,1589041;9
Ahorro;2013;61;V;3610;3381,4493151;8
Ahorro;2013;62;M;3147;2967,4410959;11
Ahorro;2013;62;V;3522;3301,3287671;9
Ahorro;2013;63;M;2852;2690,1232877;5
Ahorro;2013;63;V;3305;3085,4273973;13
Ahorro;2013;64;M;2859;2688,9041096;18
Ahorro;2013;64;V;3213;3017,0575342;12
Ahorro;2013;65;M;2929;2705,0465753;6
Ahorro;2013;65;V;3279;3001,1205479;22
Ahorro;2013;66;M;2281;2106,6684932;4
Ahorro;2013;66;V;2642;2442,8301370;17
Ahorro;2013;67;M;2101;2001,8958904;11
Ahorro;2013;67;V;2433;2298,4136986;27
Ahorro;2013;68;M;2188;2078,0520548;4
Ahorro;2013;68;V;2435;2322,3643836;18
Ahorro;2013;69;M;2003;1916,5643836;4
Ahorro;2013;69;V;2068;1978,2438356;12
Ahorro;2013;70;M;1738;1662,5068493;3
Ahorro;2013;70;V;1759;1678,7150685;17
Ahorro;2013;71;M;1457;1389,0136986;12
Ahorro;2013;71;V;1546;1473,0027397;19
Ahorro;2013;72;M;1226;1179,9369863;7
Ahorro;2013;72;V;1310;1248,2849315;16
Ahorro;2013;73;M;1481;1433,6219178;4
Ahorro;2013;73;V;1465;1403,3041096;19
Ahorro;2013;74;M;919;884,85479452;5
Ahorro;2013;74;V;863;813,77808219;8
Ahorro;2013;75;M;1014;971,70410959;9
Ahorro;2013;75;V;997;950,18630137;23
Ahorro;2013;76;M;1087;1040,4630137;9
Ahorro;2013;76;V;944;885,09863014;26
Ahorro;2013;77;M;1196;1143,8849315;12
Ahorro;2013;77;V;1097;1043,6410959;17
Ahorro;2013;78;M;1098;1060,5890411;13
Ahorro;2013;78;V;925;875,91780822;14
Ahorro;2013;79;M;1075;1018,9808219;27
Ahorro;2013;79;V;962;904,51232877;28
Ahorro;2013;80;M;941;902,45479452;5
Ahorro;2013;80;V;851;805,58904110;25
Ahorro;2013;81;M;1038;1001,1205479;18
Ahorro;2013;81;V;799;755,53424658;21
Ahorro;2013;82;M;837;801,81643836;15
Ahorro;2013;82;V;760;719,53150685;27
Ahorro;2013;83;M;888;844,24931507;27
Ahorro;2013;83;V;616;580,41369863;28
Ahorro;2013;84;M;721;683,24109589;16
Ahorro;2013;84;V;544;504,40273973;43
Ahorro;2013;85;M;602;569,18630137;15
Ahorro;2013;85;V;393;368,21643836;28
Ahorro;2013;86;M;517;486,86575342;15
Ahorro;2013;86;V;416;375,36164384;34
Ahorro;2013;87;M;489;455,97260274;19
Ahorro;2013;87;V;281;249,84931507;36
Ahorro;2013;88;M;433;392,90684932;24
Ahorro;2013;88;V;243;225,29863014;19
Ahorro;2013;89;M;359;325,83561644;40
Ahorro;2013;89;V;230;201,13424658;28
Ahorro;2013;90;M;263;241,40821918;17
Ahorro;2013;90;V;156;133,50136986;26
Ahorro;2013;91;M;229;207,46301370;12
Ahorro;2013;91;V;105;92,002739726;14
Ahorro;2013;92;M;161;140,97808219;12
Ahorro;2013;92;V;100;87,602739726;15
Ahorro;2013;93;M;124;108,70410959;15
Ahorro;2013;93;V;68;59,778082192;11
Ahorro;2013;94;M;69;60,353424658;8
Ahorro;2013;94;V;40;34,652054795;7
Ahorro;2013;95;M;67;61,726027397;8
Ahorro;2013;95;V;27;23,309589041;2
Ahorro;2013;96;M;46;37,580821918;10
Ahorro;2013;96;V;18;13,994520548;4
Ahorro;2013;97;M;29;26,443835616;2
Ahorro;2013;97;V;11;8,9780821918;4
Ahorro;2013;98;M;21;18,391780822;1
Ahorro;2013;98;V;11;9,6958904110;1
Ahorro;2013;99;M;11;8,8164383562;1
Ahorro;2013;99;V;1;1,0000000000;0
Ahorro;2013;100;M;12;10,539726027;2
Ahorro;2013;100;V;4;2,2684931507;2
Ahorro;2013;101;M;6;5,3041095890;2
Ahorro;2013;102;M;8;5,8356164384;1
Ahorro;2013;102;V;1;1,0000000000;0
Ahorro;2013;103;M;5;4,4849315068;0
Ahorro;2013;103;V;1;1,0000000000;0
Ahorro;2013;104;M;3;2,9589041096;0
Ahorro;2013;106;M;1;1,0000000000;0
Ahorro;2013;109;V;1;1,0000000000;0
Ahorro;2013;110;M;1;1,0000000000;0
Ahorro;2013;111;M;1;1,0000000000;0
Ahorro;2014;18;M;71;21,090410959;0
Ahorro;2014;18;V;69;21,613698630;0
Ahorro;2014;19;M;116;49,413698630;0
Ahorro;2014;19;V;123;64,879452055;1
Ahorro;2014;20;M;146;79,964383562;0
Ahorro;2014;20;V;151;78,684931507;0
Ahorro;2014;21;M;204;131,87123288;0
Ahorro;2014;21;V;197;123,97534247;0
Ahorro;2014;22;M;302;188,76986301;0
Ahorro;2014;22;V;251;176,97260274;0
Ahorro;2014;23;M;409;264,98904110;0
Ahorro;2014;23;V;385;252,44931507;0
Ahorro;2014;24;M;537;357,69863014;0
Ahorro;2014;24;V;464;335,06301370;0
Ahorro;2014;25;M;633;426,73150685;0
Ahorro;2014;25;V;537;380,28767123;0
Ahorro;2014;26;M;838;587,71780822;0
Ahorro;2014;26;V;693;488,08493151;0
Ahorro;2014;27;M;918;677,30958904;0
Ahorro;2014;27;V;781;569,97534247;0
Ahorro;2014;28;M;1044;774,91232877;0
Ahorro;2014;28;V;870;635,44657534;0
Ahorro;2014;29;M;1265;962,69315068;0
Ahorro;2014;29;V;1068;807,60273973;0
Ahorro;2014;30;M;1331;1022,4109589;0
Ahorro;2014;30;V;1116;834,54520548;1
Ahorro;2014;31;M;1478;1142,5698630;1
Ahorro;2014;31;V;1182;931,10958904;0
Ahorro;2014;32;M;1602;1266,1424658;0
Ahorro;2014;32;V;1303;1025,5753425;0
Ahorro;2014;33;M;1675;1323,9643836;1
Ahorro;2014;33;V;1489;1189,5178082;0
Ahorro;2014;34;M;1757;1408,9315068;0
Ahorro;2014;34;V;1523;1193,7452055;2
Ahorro;2014;35;M;1905;1533,1616438;0
Ahorro;2014;35;V;1661;1342,6000000;0
Ahorro;2014;36;M;2136;1724,4684932;0
Ahorro;2014;36;V;1939;1561,9424658;1
Ahorro;2014;37;M;2335;1893,7123288;1
Ahorro;2014;37;V;2138;1743,1315068;0
Ahorro;2014;38;M;2373;1938,6821918;1
Ahorro;2014;38;V;2258;1874,7315068;0
Ahorro;2014;39;M;2569;2109,7945205;1
Ahorro;2014;39;V;2335;1939,8328767;0
Ahorro;2014;40;M;2537;2109,4438356;0
Ahorro;2014;40;V;2448;2042,5561644;0
Ahorro;2014;41;M;2611;2159,0383562;0
Ahorro;2014;41;V;2487;2091,4328767;0
Ahorro;2014;42;M;2781;2347,3643836;0
Ahorro;2014;42;V;2686;2256,7260274;0
Ahorro;2014;43;M;2714;2276,5424658;2
Ahorro;2014;43;V;2700;2325,9917808;0
Ahorro;2014;44;M;2887;2432,7726027;1
Ahorro;2014;44;V;2978;2511,9095890;1
Ahorro;2014;45;M;2834;2414,1671233;5
Ahorro;2014;45;V;2962;2523,9561644;0
Ahorro;2014;46;M;3131;2658,9589041;1
Ahorro;2014;46;V;2939;2513,9643836;1
Ahorro;2014;47;M;3283;2783,5534247;2
Ahorro;2014;47;V;3269;2808,0630137;4
Ahorro;2014;48;M;3174;2737,0136986;0
Ahorro;2014;48;V;3162;2759,1397260;1
Ahorro;2014;49;M;3375;2885,7643836;0
Ahorro;2014;49;V;3427;2986,1561644;1
Ahorro;2014;50;M;3553;3045,4027397;2
Ahorro;2014;50;V;3591;3130,0630137;8
Ahorro;2014;51;M;3351;2849,4164384;3
Ahorro;2014;51;V;3565;3119,2164384;4
Ahorro;2014;52;M;3471;2974,0794521;4
Ahorro;2014;52;V;3545;3072,5013699;2
Ahorro;2014;53;M;3583;3063,3753425;2
Ahorro;2014;53;V;3502;3073,5178082;6
Ahorro;2014;54;M;3610;3080,5260274;6
Ahorro;2014;54;V;3723;3249,5534247;6
Ahorro;2014;55;M;3795;3243,3945205;10
Ahorro;2014;55;V;3852;3380,9643836;5
Ahorro;2014;56;M;3823;3316,7506849;5
Ahorro;2014;56;V;3924;3412,0575342;5
Ahorro;2014;57;M;3756;3264,2630137;5
Ahorro;2014;57;V;3847;3352,0301370;8
Ahorro;2014;58;M;3531;3039,4301370;6
Ahorro;2014;58;V;3717;3212,2219178;2
Ahorro;2014;59;M;3597;3091,8767123;13
Ahorro;2014;59;V;3903;3428,7068493;14
Ahorro;2014;60;M;3523;3036,6301370;7
Ahorro;2014;60;V;3611;3154,0657534;18
Ahorro;2014;61;M;3468;3014,5561644;10
Ahorro;2014;61;V;3632;3171,9123288;7
